Replay 1|false|1443
2784.11083984375,85.22476959228516,-367.321044921875|0.35517776012420654,0.00008950270421337336,0.9347987771034241|-0.000023367740141111426,1,-0.0000868668284965679|Running
2784.34814453125,85.22480010986328,-367.19879150390625|0.4489840269088745,0.00006631523865507916,0.8935397863388062|-0.000024788490918581374,1,-0.00006176065653562546|Running
2784.5859375,85.22481536865234,-367.0783386230469|0.5270308256149292,0.000050811624532798305,0.8498461842536926|-0.000023618731574970298,1,-0.00004514208194450475|Running
2784.82421875,85.22481536865234,-366.9580993652344|0.5910112857818604,0.00003846198524115607,0.8066632747650146|-0.00002069747461064253,1,-0.000032516098144697025|Running
2785.061767578125,85.22481536865234,-366.83660888671875|0.6427756547927856,0.000028255555662326515,0.7660544514656067|-0.00001692538171482738,1,-0.000022682896087644622|Running
2785.298583984375,85.22481536865234,-366.7136535644531|0.6844223737716675,0.000020258774384274147,0.7290857434272766|-0.000013155144188203849,1,-0.000015437277397722937|Running
2785.47509765625,85.22481536865234,-366.61932373046875|0.7096578478813171,0.000015505464034504257,0.7045465111732483|-0.000010549773833190557,1,-0.000011381413060007617|Running
2785.70751953125,85.22481536865234,-366.48858642578125|0.7361913323402405,0.00001006439470074838,0.6767734885215759|-0.000007186357379396213,1,-0.000007053853096294915|Running
2785.938720703125,85.22481536865234,-366.3558349609375|0.7572413086891174,0.000006523620868392754,0.6531352400779724|-0.00000483224403069471,1,-0.00000438568622485036|Running
2786.167236328125,85.22481536865234,-366.2186584472656|0.7732172012329102,0.000004200509010843234,0.6341413259506226|-0.000003193124030076433,1,-0.0000027305125058774138|Running
2786.337646484375,85.22481536865234,-366.1136169433594|0.7824861407279968,0.000002891080612243968,0.6226680278778076|-0.000002230227664767881,1,-0.0000018404002730676439|Running
2786.505615234375,85.22481536865234,-366.00518798828125|0.789389967918396,0.0000018292573713551974,0.6138920783996582|-0.0000014278220987762325,1,-0.000001143766098721244|Running
2786.78369140625,85.22481536865234,-365.8208923339844|0.7976568937301636,7.285000833689992e-07,0.6031115055084229|-5.77571768189955e-07,1,-4.4402398202691984e-07|Running
2786.94873046875,85.22481536865234,-365.7073974609375|0.8008617162704468,4.2500397512412746e-07,0.5988492965698242|-3.390481708720472e-07,1,-2.562802876582282e-07|Running
2787.1630859375,85.22481536865234,-365.54901123046875|0.8020545840263367,1.0404745154346529e-07,0.5972506999969482|-8.457042355303201e-08,1,-6.064012580964118e-08|Running
2787.426025390625,85.22481536865234,-365.34368896484375|0.8002251982688904,-5.707142847199975e-08,0.5996996164321899|4.4523204678625916e-08,1,3.575596352334287e-08|Running
2787.629150390625,85.22444915771484,-365.1708068847656|0.7957811951637268,1.4455314101269323e-07,0.6055842041969299|-1.1522485010573291e-07,1,-8.7286572636458e-08|Running
2787.775390625,85.22412872314453,-365.0343322753906|0.7901104688644409,5.41940494258597e-07,0.6129644513130188|-4.288460218049295e-07,1,-3.3134836030512815e-07|Running
2787.960693359375,85.22339630126953,-364.8424987792969|0.7788739800453186,0.000001507242245679663,0.6271804571151733|-0.0000011806565680672065,1,-9.369865097141883e-07|Running
2788.18017578125,85.22332763671875,-364.5916748046875|0.7606924176216125,0.0000028729630230373004,0.6491124629974365|-0.000002209990725532407,1,-0.0000018361065485805739|Running
2788.305419921875,85.22341918945312,-364.4358215332031|0.7483004927635193,0.000003459245817793999,0.6633599400520325|-0.0000026243455977237318,1,-0.0000022543522391060833|Running
2788.4931640625,85.22357177734375,-364.1606750488281|0.7212335467338562,0.000005469026291393675,0.69269198179245|-0.000004017740138806403,1,-0.0000037120360047993017|Running
2788.5830078125,85.22371673583984,-364.0081481933594|0.7017707824707031,0.000006931889402039815,0.7124027609825134|-0.000004974748662789352,1,-0.000004829790213989327|Running
2788.66162109375,85.2240982055664,-363.83697509765625|0.6480888724327087,0.00001449876890546875,0.7615647315979004|-0.000009792533091967925,1,-0.000010704719898058102|Running
2788.666748046875,85.22419738769531,-363.8226623535156|0.6444452404975891,0.000005842920018039877,0.7646504640579224|-0.0000038532625694642775,1,-0.000004393776634969981|Running
2788.623046875,85.22419738769531,-363.9039001464844|0.8225266337394714,0.0002342818770557642,0.5687265396118164|-0.00017670405213721097,1,-0.0001563810947118327|Running
2788.56005859375,85.22425079345703,-364.0503234863281|0.9397566318511963,0.0005335404421202838,0.3418438732624054|-0.0004603807465173304,0.9999998211860657,-0.0002951479109469801|Running
2788.47119140625,85.22406768798828,-364.2984924316406|0.9993821382522583,0.0006173776928335428,0.03514232486486435|-0.0006104099447838962,0.9999998211860657,-0.00020900079107377678|Running
2788.39599609375,85.22276306152344,-364.5545959472656|0.9729658961296082,0.00048451285692863166,-0.23094840347766876|-0.0005031555192545056,0.9999998807907104,-0.000021824609575560316|Running
2788.335693359375,85.22180938720703,-364.81494140625|0.8977561593055725,0.0003354592190589756,-0.4404926896095276|-0.0003315124486107379,0.9999999403953552,0.00008590805373387411|Running
2788.290283203125,85.22191619873047,-365.0782775878906|0.8022724390029907,0.0002252520207548514,-0.5969580411911011|-0.000199281275854446,1,0.00010951212607324123|Running
2788.263671875,85.22208404541016,-365.2768859863281|0.7282645106315613,0.00016659151879139245,-0.6852961182594299|-0.0001339568116236478,1,0.00010073824523715302|Running
2788.236572265625,85.2222671508789,-365.5425109863281|0.6334994435310364,0.0001102051610359922,-0.7737431526184082|-0.0000778137327870354,1,0.00007872147398302332|Running
2788.208984375,85.22245025634766,-365.875|0.5236196517944336,0.00007077794725773856,-0.8519521355628967|-0.00004198689202894457,1,0.000057271750847576186|Running
2788.18994140625,85.22257232666016,-366.1412353515625|0.4457361400127411,0.00005185642294236459,-0.8951643705368042|-0.000026512516342336312,1,0.00004472791260923259|Running
2788.1708984375,85.22272491455078,-366.4073486328125|0.37690767645835876,0.00003703996117110364,-0.9262508153915405|-0.00001615199653315358,1,0.000033416596124880016|Running
2788.146484375,85.22294616699219,-366.7398681640625|0.3012612462043762,0.000025219345843652263,-0.95354163646698|-0.00000886063753569033,1,0.000023648657588637434|Running
2788.125,85.2230453491211,-367.0057373046875|0.24856410920619965,0.00001928479650814552,-0.9686154723167419|-0.000005664582658937434,1,0.000018456017642165534|Running
2788.091064453125,85.22321319580078,-367.33740234375|0.18903835117816925,0.000014300121620181017,-0.9819697141647339|-0.0000032914881558099296,1,0.000013929049600847065|Running
2788.057373046875,85.22203826904297,-367.6019287109375|0.14536789059638977,0.000012087682989658788,-0.9893776774406433|-0.000002227386175945867,1,0.000011890194400621112|Running
2787.97802734375,85.22252655029297,-368.0618591308594|0.07089032232761383,0.00001062680075847311,-0.9974840879440308|-0.0000011568586160137784,1,0.000010571387065283488|Running
2787.912841796875,85.22358703613281,-368.3887939453125|0.023730311542749405,0.00000897950758371735,-0.9997183680534363|-5.339102244761307e-07,1,0.000008969363989308476|Running
2787.855224609375,85.22418212890625,-368.649169921875|-0.01006272342056036,0.000007222235126391752,-0.9999493956565857|-1.5757370874780463e-07,1,0.0000072241864472744055|Running
2787.7939453125,85.2244873046875,-368.90869140625|-0.04083430767059326,0.000005884882284590276,-0.999165952205658|7.484449326966569e-08,1,0.000005886735834792489|Running
2787.543212890625,85.22480773925781,-369.9468994140625|-0.14585493505001068,-0.000004258625722286524,-0.9893059730529785|0.000007340950105572119,1,-0.000005386947577790124|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,-1.925909431932382e-09,-0.9885181188583374|9.14927600348392e-09,1,-3.346816379590223e-09|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,-5.112832113240984e-08,-0.9885181188583374|8.838969023372556e-08,1,-6.523323037299633e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,-5.294957716728277e-08,-0.9885181188583374|8.992128641693853e-08,1,-6.730975599111844e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,-5.658975865685534e-08,-0.9885181188583374|9.298251768541377e-08,1,-7.14601497975309e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,-6.02268244165316e-08,-0.9885181188583374|9.604112705119405e-08,1,-7.560699799569193e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,-6.386078865716627e-08,-0.9885181188583374|9.90971287251341e-08,1,-7.975030058560151e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,-6.749164782604566e-08,-0.9885181188583374|1.0215051560180655e-07,1,-8.3890064672687e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,-7.111940192316979e-08,-0.9885181188583374|1.0520129478663875e-07,1,-8.802629736237577e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,-5.626219845566993e-08,-0.9885181188583374|8.167401688297105e-08,1,-6.940020114143408e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,-2.2943725141999494e-08,-0.9885181188583374|3.1602748862269436e-08,1,-2.8040945565521724e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,1.0346283829676395e-08,-0.9885181188583374|-1.8425737380312057e-08,1,1.3282973831962863e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,4.270082953894416e-08,-0.9885181188583374|-6.634907379066135e-08,1,5.3338773398081685e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,4.179419477168267e-08,-0.9885181188583374|-6.428754062426378e-08,1,5.21064862368803e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,3.998208697453265e-08,-0.9885181188583374|-6.016711751044568e-08,1,4.96434928720646e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,3.8171528160546586e-08,-0.9885181188583374|-5.6050215135883263e-08,1,4.7182606266460425e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,3.636251832972448e-08,-0.9885181188583374|-5.193683350057654e-08,1,4.472381931464042e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,3.4555050376638974e-08,-0.9885181188583374|-4.782696549909815e-08,1,4.226713556931827e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,3.2749131406717424e-08,-0.9885181188583374|-4.3720607578734416e-08,1,3.981254792506661e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,3.0944754314532474e-08,-0.9885181188583374|-3.9617759739485336e-08,1,3.73600634873128e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,2.9141917323727284e-08,-0.9885181188583374|-3.551841842863723e-08,1,3.4909671597915803e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,2.7340622210658694e-08,-0.9885181188583374|-3.142257654076275e-08,1,3.246137225687562e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,2.5540863646256184e-08,-0.9885181188583374|-2.733023762857556e-08,1,3.001516546419225e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,2.3742645183233435e-08,-0.9885181188583374|-2.3241394586648312e-08,1,2.7571047667152015e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,2.1945961492519928e-08,-0.9885181188583374|-1.9156045638624164e-08,1,2.5129018865754915e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,2.01508143504725e-08,-0.9885181188583374|-1.5074187231789438e-08,1,2.268907550728727e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,1.8357200204377477e-08,-0.9885181188583374|-1.0995818477965713e-08,1,2.0251217591749082e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,1.5669650466065832e-08,-0.9885181188583374|-4.884796123150181e-09,1,1.659833692713164e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,1.4774567347330958e-08,-0.9885181188583374|-2.8495295012476163e-09,1,1.5381749207676876e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,1.2985545971844203e-08,-0.9885181188583374|1.2183953845834594e-09,1,1.2950136074607599e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,1.1198054039596173e-08,-0.9885181188583374|5.282844384169039e-09,1,1.052059950268358e-08|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,9.412089774230026e-09,-0.9885181188583374|9.343819939999776e-09,1,8.093139491904822e-09|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,7.627651399388924e-09,-0.9885181188583374|1.3401326270923164e-08,1,5.667753377736062e-09|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,4.953852439371076e-09,-0.9885181188583374|1.948108518945446e-08,1,2.0335597650245063e-09|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,4.063347436300546e-09,-0.9885181188583374|2.150594013983209e-08,1,8.231969550465124e-10|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,2.2834791835180113e-09,-0.9885181188583374|2.555305478324499e-08,1,-1.5959773502771668e-09|Running
2787.51513671875,85.22483825683594,-370.0413513183594|-0.15110255777835846,-3.834718098616463e-10,-0.9885181188583374|3.161724393407894e-08,1,-5.220863741328685e-09|Running
2787.5634765625,85.21147155761719,-369.984619140625|-0.35598745942115784,-0.00015905831241980195,-0.9344907402992249|0.00030424000578932464,0.9999999403953552,-0.0002861065440811217|Running
2787.465576171875,85.21383666992188,-369.96441650390625|-0.6252317428588867,-0.00018803306738846004,-0.7804391384124756|0.0003735403879545629,0.9999997615814209,-0.0005401860689744353|Running
2787.23828125,85.21914672851562,-369.9012145996094|-0.7744917273521423,-0.00015299991355277598,-0.6325840353965759|0.00015996996080502868,0.9999998807907104,-0.00043772096978500485|Running
2786.951171875,85.2220687866211,-369.8019104003906|-0.8763219714164734,-0.00011300692131044343,-0.48172587156295776|0.000032034815376391634,0.9999999403953552,-0.0002928630856331438|Running
2786.704345703125,85.2232894897461,-369.6998291015625|-0.9306017160415649,-0.00009147511445917189,-0.3660334050655365|-0.00000916433782549575,1,-0.00022660981630906463|Running
2786.402099609375,85.22407531738281,-369.55316162109375|-0.9735666513442993,-0.00007234117219923064,-0.2284029871225357|-0.000032972788176266477,1,-0.00017617967387195677|Running
2786.166015625,85.22439575195312,-369.42291259765625|-0.9920191764831543,-0.00006171585846459493,-0.12608696520328522|-0.00004367719520814717,1,-0.0001458298647776246|Running
2785.93896484375,85.22457885742188,-369.2794189453125|-0.999546229839325,-0.000052805684390477836,-0.030121637508273125|-0.00004925318353343755,1,-0.00011868045839946717|Running
2785.665771484375,85.22469329833984,-369.0854187011719|-0.9966517686843872,-0.00004517787601798773,0.08176366239786148|-0.00005306232560542412,1,-0.00009425682947039604|Running
2785.5068359375,85.2247314453125,-368.96075439453125|-0.989652693271637,-0.000041279883589595556,0.1434836983680725|-0.000053625415603164583,1,-0.000082174148701597|Running
2785.30419921875,85.22476196289062,-368.7855224609375|-0.9753566384315491,-0.000036015204386785626,0.22063419222831726|-0.00005208356014918536,1,-0.00006701064558001235|Running
2785.10693359375,85.22478485107422,-368.6033630371094|-0.9567086696624756,-0.00003167017348459922,0.29104721546173096|-0.000049735648644855246,1,-0.00005467274968395941|Running
2784.91796875,85.22480010986328,-368.413818359375|-0.9347303509712219,-0.000027661251806421205,0.355357825756073|-0.000046362707507796586,1,-0.00004411152985994704|Running
2784.733642578125,85.22479248046875,-368.2188720703125|-0.9106633067131042,-0.000023961247279657982,0.41314926743507385|-0.00004225419252179563,1,-0.000035140077670803294|Running
2784.553955078125,85.22479248046875,-368.0195617675781|-0.8855268359184265,-0.000020327226593508385,0.4645881652832031|-0.000037277590308804065,1,-0.00002729961670411285|Running
2784.37939453125,85.22480773925781,-367.8162536621094|-0.8599321842193604,-0.000017149292034446262,0.5104082822799683|-0.00003241766899009235,1,-0.000021017891413066536|Running
2784.16748046875,85.22480010986328,-367.5574035644531|-0.8277255892753601,-0.00001406862156727584,0.561133086681366|-0.000027408546884544194,1,-0.000015358449672930874|Running
2784.002197265625,85.22480773925781,-367.3465881347656|-0.8026366233825684,-0.000011995567547273822,0.5964683294296265|-0.000023814118321752176,1,-0.000011934440408367664|Running
2783.8017578125,85.22480010986328,-367.0791015625|-0.7720862627029419,-0.000009744037924974691,0.6355177760124207|-0.000019637835066532716,1,-0.0000085254341684049|Running
2783.6845703125,85.22480773925781,-366.9160461425781|-0.7544297575950623,-0.00000873071257956326,0.656380832195282|-0.000017735108485794626,1,-0.000007083055606926791|Running
2783.533935546875,85.22480773925781,-366.6954040527344|-0.7309853434562683,-0.00000763774096412817,0.6823931336402893|-0.000015683865058235824,1,-0.0000056081084949255455|Running
2783.314208984375,85.22480773925781,-366.3602600097656|-0.6966175436973572,-0.000006568955086549977,0.7174426913261414|-0.000013678833056474105,1,-0.000004125709892832674|Running
2783.206298828125,85.22480773925781,-366.1907043457031|-0.6807146072387695,-0.0000059076983234263025,0.732548713684082|-0.000012358170351944864,1,-0.000003419143467908725|Running
2783.03564453125,85.22480773925781,-365.904296875|-0.6540754437446594,-0.00000502032162330579,0.7564293146133423|-0.000010557695532042999,1,-0.0000024922458123910474|Running
2782.899658203125,85.22480773925781,-365.67376708984375|-0.6347447633743286,-0.000004351440566097153,0.7727218270301819|-0.00000918134901439771,1,-0.000001910613718791865|Running
2782.76806640625,85.22480773925781,-365.4415588378906|-0.6163352727890015,-0.0000035905188724427717,0.7874838709831238|-0.000007587133040942717,1,-0.0000013786932413495379|Running
2782.64013671875,85.22480773925781,-365.207275390625|-0.5984510183334351,-0.000003198980266461149,0.8011593818664551|-0.0000067678274717764,1,-0.0000010625017239362933|Running
2782.516845703125,85.22480773925781,-364.9705810546875|-0.5805684924125671,-0.0000030349949611263582,0.8142114281654358|-0.0000064398973336210474,1,-8.644026365800528e-07|Running
2782.198974609375,85.22480773925781,-364.3094787597656|-0.5279698371887207,0.0000030464018436759943,0.8492631316184998|0.000007430073765135603,1,0.000001032016143653891|Running
2782.0654296875,85.22480773925781,-364.0040588378906|-0.5058922171592712,0.0000024249384296126664,0.8625966906547546|0.000005909037554374663,1,6.543010613313527e-07|Running
2781.97412109375,85.22480773925781,-363.7537536621094|-0.48531997203826904,0.000002548278416725225,0.8743366003036499|0.000006196543836267665,1,5.250015533420083e-07|Running
2781.872802734375,85.22480773925781,-363.4362487792969|-0.4561910331249237,0.0000034477429835533258,0.8898818492889404|0.000008473599336866755,1,4.6954193066994776e-07|Running
2781.799560546875,85.22480773925781,-363.1798095703125|-0.4321828782558441,0.000003735493692147429,0.9017859697341919|0.000009235702236765064,1,2.839018122813286e-07|Running
2781.752197265625,85.22480773925781,-362.9855651855469|-0.41310423612594604,0.000003877584276779089,0.9106837511062622|0.000009595682968210895,1,9.490990748872719e-08|Running
2781.68505859375,85.22480773925781,-362.6590881347656|-0.3788716495037079,0.000004438294581632363,0.9254492521286011|0.000010999517144227866,1,-2.9271095058902574e-07|Running
2781.62744140625,85.22480773925781,-362.3307800292969|-0.34467780590057373,0.000004506856384978164,0.9387210607528687|0.000011172495760547463,1,-6.987645519984653e-07|Running
2781.59912109375,85.22480773925781,-362.1328125|-0.32415035367012024,0.000004389666173665319,0.9460055828094482|0.000010850179023691453,1,-9.223799111168773e-07|Running
2781.563232421875,85.22480773925781,-361.8014221191406|-0.2886680066585541,0.000004485276349441847,0.9574292302131653|0.000011031209396605846,1,-0.0000013587626881417236|Running
2781.543212890625,85.22480773925781,-361.5354919433594|-0.26007699966430664,0.000004557733518595342,0.965587854385376|0.00001117709598474903,1,-0.0000017096612054956495|Running
2781.5302734375,85.22480773925781,-361.20245361328125|-0.22334221005439758,0.000004655315933632664,0.9747400879859924|0.000011350195563863963,1,-0.0000021752857719548047|Running
2781.5263671875,85.22480773925781,-360.869140625|-0.1875600516796112,0.000004485897534323158,0.9822531342506409|0.000010846692930499557,1,-0.0000024957835194072686|Running
2781.535888671875,85.22480773925781,-360.46929931640625|-0.14490537345409393,0.000004259894012648147,0.9894455075263977|0.000010158724762732163,1,-0.000002817578433678136|Running
2781.555908203125,85.22480773925781,-360.13653564453125|-0.10992727428674698,0.000004127047304791631,0.9939396381378174|0.000009733539627632126,1,-0.000003075705762967118|Running
2781.607666015625,85.22480773925781,-359.8076171875|-0.06659039855003357,0.0000056001817938522436,0.9977803826332092|0.000013111074622429442,1,-0.000004737626113637816|Running
2781.6728515625,85.22480773925781,-359.54937744140625|-0.025073980912566185,0.000007767263014102355,0.9996855854988098|0.000018252385416417383,1,-0.000007311902209039545|Running
2781.764404296875,85.22480773925781,-359.2992248535156|0.02417263761162758,0.000010710774404287804,0.999707818031311|0.000025124778403551318,1,-0.000011321414604026359|Running
2781.950927734375,85.22481536865234,-358.9460144042969|0.1148102805018425,0.000017212367311003618,0.9933874607086182|0.000039871181797934696,1,-0.000021935034965281375|Running
2782.195556640625,85.22481536865234,-358.727294921875|0.2322377860546112,0.00003561858829925768,0.9726590514183044|0.00008164718747138977,1,-0.00005611437154584564|Running
2782.500244140625,85.22482299804688,-358.597900390625|0.3784521222114563,0.00005936303932685405,0.9256208539009094|0.00013377980212680995,1,-0.00011883082333952188|Running
2782.829345703125,85.22482299804688,-358.5599060058594|0.5360946655273438,0.00007734774408163503,0.844157874584198|0.0001563192781759426,0.9999999403953552,-0.00019089992565568537|Running
2783.1591796875,85.22482299804688,-358.5985107421875|0.6851885914802551,0.00008768016414251179,0.7283657193183899|0.0001392486592521891,0.9999999403953552,-0.0002513733634259552|Running
2783.464111328125,85.22482299804688,-358.7275390625|0.8188257813453674,0.00009862128354143351,0.5740421414375305|0.00009939992742147297,0.9999999403953552,-0.0003135876322630793|Running
2783.7529296875,85.22482299804688,-358.8936767578125|0.9147369265556335,0.00009652184235164896,0.4040498733520508|0.000036071858630748466,0.9999999403953552,-0.00032054976327344775|Running
2784.026611328125,85.2248306274414,-359.0838317871094|0.9717208743095398,0.00008429292211076245,0.2361324280500412|-0.00002183820106438361,0.9999999403953552,-0.00026710552629083395|Running
2784.33642578125,85.2248306274414,-359.33660888671875|0.9988839030265808,0.00006937910802662373,0.04723305627703667|-0.00006004536771797575,1,-0.000199029193026945|Running
2784.502685546875,85.2248306274414,-359.5439147949219|0.9966871738433838,0.00006765527359675616,-0.08133096992969513|-0.00008291776612168178,1,-0.00018428153998684138|Running
2784.65966796875,85.2248306274414,-359.83709716796875|0.9690976738929749,0.00007248990732477978,-0.24667739868164062|-0.00012230973516125232,1,-0.0001866412058006972|Running
2784.7763671875,85.2248306274414,-360.1488952636719|0.9155206680297852,0.00007206601003417745,-0.4022709131240845|-0.00015153827553149313,1,-0.00016573509492445737|Running
2784.827392578125,85.2248306274414,-360.4100036621094|0.8547753691673279,0.00007115928747225553,-0.5189981460571289|-0.00016869348473846912,1,-0.0001407244853908196|Running
2784.819091796875,85.2248306274414,-361.1427917480469|0.6003701090812683,0.00011923907732125372,-0.7997223138809204|-0.00007459937478415668,1,0.00009309712186222896|Running
2784.69140625,85.2248306274414,-361.51885986328125|0.42477676272392273,0.00011070064647356048,-0.905298113822937|-0.000058113422710448503,1,0.00009501335443928838|Running
2784.61328125,85.2248306274414,-361.70306396484375|0.3405379354953766,0.00009969661914510652,-0.9402307868003845|-0.00004500682189245708,1,0.00008973338117357343|Running
2784.495849609375,85.2248306274414,-361.9427185058594|0.23432524502277374,0.00007831693801563233,-0.9721582531929016|-0.00002633277472341433,1,0.00007421271584462374|Running
2784.33447265625,85.2248306274414,-362.23443603515625|0.10861911624670029,0.00006208039121702313,-0.9940834641456604|-0.000011931597327929921,1,0.0000611461655353196|Running
2784.197509765625,85.2248306274414,-362.4633483886719|0.01770341955125332,0.00005242753468337469,-0.9998432993888855|-0.000004996946245228173,1,0.00005234727359493263|Running
2783.964599609375,85.2248306274414,-362.7886962890625|-0.11220592260360718,0.00004371343311504461,-0.9936849474906921|0.00000174330341451423,1,0.000043794385419460014|Running
2783.80029296875,85.2248306274414,-362.9985046386719|-0.1894737035036087,0.000038820577174192294,-0.9818857908248901|0.000004682696726376889,1,0.00003863313759211451|Running
2783.626708984375,85.2248306274414,-363.20111083984375|-0.25929003953933716,0.00003212194496882148,-0.9657995104789734|0.0000063143265833787154,1,0.000031564213713863865|Running
2783.3525390625,85.2248306274414,-363.49261474609375|-0.3550822138786316,0.000026327779778512195,-0.9348350763320923|0.000007943809578137007,1,0.000025145691324723884|Running
2783.16064453125,85.2248306274414,-363.6778869628906|-0.4120285212993622,0.000023598462576046586,-0.9111709594726562|0.000008541440365661401,1,0.00002203664007538464|Running
2782.896240234375,85.2248306274414,-363.880615234375|-0.4853297770023346,0.00002416495408397168,-0.8743311762809753|0.000010560119335423224,1,0.000021776433641207404|Running
2782.667236328125,85.2248306274414,-364.0168151855469|-0.5461008548736572,0.00002792352097458206,-0.8377194404602051|0.000013850413779437076,1,0.000024303839381900616|Running
2782.369140625,85.2248306274414,-364.1661071777344|-0.6188247203826904,0.000030398885428439826,-0.7855290770530701|0.000017269805539399385,1,0.000025093791919061914|Running
2782.1220703125,85.2248306274414,-364.2666931152344|-0.6728504300117493,0.00002993280577356927,-0.7397785186767578|0.00001871587119239848,1,0.000023439208234776743|Running
2781.80078125,85.2248306274414,-364.3551025390625|-0.7395269870758057,0.000032293777621816844,-0.6731269359588623|0.00002248105920443777,1,0.000023277079890249297|Running
2781.53759765625,85.2248306274414,-364.39569091796875|-0.7905026078224182,0.00003573283538571559,-0.6124586462974548|0.00002675798168638721,1,0.000023806634999345988|Running
2781.204345703125,85.2248306274414,-364.39764404296875|-0.8523113131523132,0.000042749506974359974,-0.5230348706245422|0.00003477768041193485,1,0.000025061612177523784|Running
2780.8759765625,85.2248306274414,-364.3439636230469|-0.9084864854812622,0.00005178582068765536,-0.4179142415523529|0.000045277400204213336,1,0.00002548827978898771|Running
2780.537353515625,85.2248306274414,-364.1408386230469|-0.9720191359519958,0.00009318841330241412,-0.23490165174007416|0.00008830313163343817,1,0.00003131557969027199|Running
2780.326904296875,85.22482299804688,-363.8854675292969|-0.9988202452659607,0.00012839048577006906,-0.048560235649347305|0.00012744021660182625,1,0.000022664953576168045|Running
2780.2080078125,85.22482299804688,-363.6475830078125|-0.9941199421882629,0.0001427338575012982,0.10828427225351334|0.00014402045053429902,1,0.000004061113941133954|Running
2780.128662109375,85.22482299804688,-363.2568664550781|-0.9353954195976257,0.00016374285041820258,0.3536034822463989|0.00016148311260621995,1,-0.00003589411062421277|Running
2780.12890625,85.22482299804688,-362.9907531738281|-0.8635810017585754,0.00016642465197946876,0.5042101144790649|0.00015602476196363568,1,-0.00006284012488322333|Running
2780.1669921875,85.22482299804688,-362.6595458984375|-0.7474162578582764,0.00015084748156368732,0.664355993270874|0.00012677947233896703,1,-0.00008442829130217433|Running
2780.216796875,85.22482299804688,-362.39739990234375|-0.6439791917800903,0.0001309767976636067,0.7650430202484131|0.0000971989065874368,1,-0.00008938416431192309|Running
2780.310546875,85.22482299804688,-362.0774230957031|-0.5064322352409363,0.00010836290311999619,0.8622797727584839|0.00006552202830789611,1,-0.00008718798926565796|Running
2780.471435546875,85.22482299804688,-361.7114562988281|-0.33107203245162964,0.0000970777400652878,0.9436054825782776|0.000041993826016550884,1,-0.00008814568718662485|Running
2780.734130859375,85.22482299804688,-361.326416015625|-0.11460614204406738,0.00009426961332792416,0.9934110045433044|0.000020956958906026557,1,-0.000092477144789882|Running
2780.913330078125,85.22482299804688,-361.1292724609375|0.00490474933758378,0.00008835628250380978,0.9999879598617554|0.00000897899462870555,1,-0.0000884013861650601|Running
