Replay 1|false|1443
2600.2666015625,44.66301345825195,-376.5615539550781|0.9873314499855042,7.307320970539877e-08,0.15867124497890472|-7.452212713587869e-08,1,3.181625407577826e-09|Running
2600.2666015625,44.66408157348633,-376.5615539550781|0.9873314499855042,6.543950092918749e-08,0.15867124497890472|-6.835060872845133e-08,1,1.2889571188168247e-08|Running
2600.2666015625,44.6646614074707,-376.5615539550781|0.9873314499855042,5.7812318488004166e-08,0.15867124497890472|-6.218436254812332e-08,1,2.2589217607560386e-08|Running
2600.2666015625,44.66484451293945,-376.5615539550781|0.9873314499855042,5.400117686349404e-08,0.15867124497890472|-5.910322187219208e-08,1,2.7435930860519875e-08|Running
2600.2666015625,44.66507339477539,-376.5615539550781|0.9873314499855042,4.638459216721458e-08,0.15867124497890472|-5.294554483725733e-08,1,3.71221098305341e-08|Running
2600.2666015625,44.66520309448242,-376.5615539550781|0.9873314499855042,3.877451959510836e-08,0.15867124497890472|-4.679313292399456e-08,1,4.680000742496304e-08|Running
2600.2666015625,44.66532516479492,-376.5615539550781|0.9873314499855042,1.9777791848696324e-08,0.15867124497890472|-3.1435117620048914e-08,1,7.095859189121256e-08|Running
2600.2666015625,44.665340423583984,-376.5615539550781|0.9873314499855042,1.2190469966810724e-08,0.15867124497890472|-2.5301101658214975e-08,1,8.060757750172343e-08|Running
2600.2666015625,44.66534423828125,-376.5615539550781|0.9873314499855042,8.399241302470273e-09,0.15867124497890472|-2.223606188067606e-08,1,8.54289794460783e-08|Running
2600.2666015625,44.66535186767578,-376.5615539550781|0.9873314499855042,8.216478608602529e-10,0.15867124497890472|-1.6109913403283826e-08,1,9.506559450755958e-08|Running
2600.2666015625,44.66535186767578,-376.5615539550781|0.9873314499855042,-6.749467207356474e-09,0.15867124497890472|-9.989003402210983e-09,1,1.0469398148416076e-07|Running
2600.2666015625,44.66535186767578,-376.5615539550781|0.9873314499855042,-1.809400274055406e-08,0.15867124497890472|-8.174520504944383e-10,1,1.191211325135555e-07|Running
2600.2666015625,44.66535186767578,-376.5615539550781|0.9873314499855042,-2.1872281763535284e-08,0.15867124497890472|2.2371173802326894e-09,1,1.239260711827228e-07|Running
2600.2666015625,44.66535186767578,-376.5615539550781|0.9873314499855042,-2.9423992131683008e-08,0.15867124497890472|8.342337487476925e-09,1,1.3352979522096575e-07|Running
2600.2666015625,44.66535186767578,-376.5615539550781|0.9873314499855042,-2.1461410426582006e-08,0.15867124497890472|9.411640355949658e-09,1,7.669317625413896e-08|Running
2600.2666015625,44.66535186767578,-376.5615539550781|0.9873314499855042,-1.5597164448877265e-08,0.15867124497890472|8.421600306007804e-09,1,4.589523072695556e-08|Running
2600.2666015625,45.73865509033203,-376.5615539550781|0.9873314499855042,-9.459522054555691e-10,0.15867124497890472|5.948087355989173e-09,1,-3.1050248594510776e-08|Jumping
2600.2666015625,46.535980224609375,-376.5615539550781|0.9873314499855042,1.0763744562325428e-08,0.15867124497890472|3.971179385331425e-09,1,-9.254741684117107e-08|Freefall
2600.2666015625,47.62977981567383,-376.5615539550781|0.9873314499855042,1.9567231390738016e-08,0.15867124497890472|9.778454712616735e-10,1,-1.2940395777150115e-07|Freefall
2600.2666015625,48.130699157714844,-376.5615539550781|0.9873314499855042,1.959499762449468e-08,0.15867124497890472|-5.329446328694587e-10,1,-1.20178071938426e-07|Freefall
2600.321044921875,49.18028259277344,-376.52752685546875|0.9710403084754944,0.000014956916857045144,0.23891566693782806|-0.000014627922610088717,1,-0.0000031501269859290915|Freefall
2600.40771484375,49.82780075073242,-376.4639892578125|0.9483850002288818,0.000029425775210256688,0.31712132692337036|-0.000028431064492906444,1,-0.000007764158908685204|Freefall
2600.508544921875,50.28450393676758,-376.3810729980469|0.9261466860771179,0.0000341670420311857,0.37716352939605713|-0.00003252024907851592,1,-0.00001073413386620814|Freefall
2600.6357421875,50.686702728271484,-376.2685546875|0.9025989174842834,0.00003181258580298163,0.43048250675201416|-0.000029695676857954822,1,-0.00001163647812063573|Freefall
2600.83154296875,51.112815856933594,-376.08551025390625|0.8726757764816284,0.000025332470613648184,0.4883001446723938|-0.0000229311208386207,1,-0.000010897062566073146|Freefall
2601.016357421875,51.39239501953125,-375.90435791015625|0.8488897085189819,0.000020754905563080683,0.5285700559616089|-0.000018264032405568287,1,-0.000009933887668012176|Freefall
2601.22509765625,51.617469787597656,-375.6913757324219|0.8258181810379028,0.00001691586476226803,0.5639364719390869|-0.0000144621153594926,1,-0.000008817992238618899|Freefall
2601.456787109375,51.78804397583008,-375.4457092285156|0.8033055067062378,0.000013970991858514026,0.5955672264099121|-0.000011599149729590863,1,-0.000007813277079549152|Freefall
2601.776611328125,51.92462921142578,-375.0914611816406|0.7761467099189758,0.000011276322766207159,0.630552351474762|-0.000009032657544594258,1,-0.00000676494983053999|Freefall
2602.27685546875,51.972774505615234,-374.5051574707031|0.7405261397361755,0.000008433587026956957,0.6720275282859802|-0.000006436685453081736,1,-0.000005456700364447897|Freefall
2602.667724609375,51.90498352050781,-374.0198669433594|0.7180061340332031,0.000006618360657739686,0.6960367560386658|-0.0000048896067710302304,1,-0.000004464696303330129|Freefall
2602.986328125,51.78943634033203,-373.58892822265625|0.6987112760543823,0.00000595884739595931,0.7154037952423096|-0.000004279916538507678,1,-0.00000414929490943905|Freefall
2603.361328125,51.568355560302734,-373.0615539550781|0.6921671032905579,0.000002936847067758208,0.721737265586853|-0.0000020633465283026453,1,-0.0000020903262338833883|Freefall
2603.568603515625,51.39483642578125,-372.769287109375|0.6917860507965088,0.0000011187864856765373,0.7221025228500366|-7.743820447103644e-07,1,-8.074750326159119e-07|Freefall
2603.825439453125,51.11579132080078,-372.4079284667969|0.691702663898468,9.651935073407003e-08,0.7221823930740356|-6.096956894907635e-08,1,-7.52531974512749e-08|Freefall
2604.113525390625,50.690338134765625,-372.0018005371094|0.6916925311088562,-9.318314653228299e-08,0.722192108631134|6.643536920591941e-08,1,6.539851682418885e-08|Freefall
2604.318603515625,50.28866195678711,-371.71331787109375|0.6916918754577637,-1.3024084921653412e-07,0.7221927642822266|8.885621838317093e-08,1,9.523734689764751e-08|Freefall
2604.45703125,49.95164489746094,-371.5182189941406|0.6916918158531189,-1.5801333574927412e-07,0.7221928238868713|1.0565928221240029e-07,1,1.1759973972402804e-07|Freefall
2604.625244140625,49.046043395996094,-371.28125|0.6916918158531189,-6.532729202035625e-08,0.7221928238868713|4.042102474954845e-08,1,5.1742972573265433e-08|Landed
2604.63037109375,48.792816162109375,-371.27410888671875|0.6916918158531189,-2.564712175967543e-08,0.7221928238868713|1.2491622847221606e-08,1,2.3548791361349686e-08|Landed
2604.630615234375,48.8112678527832,-371.27374267578125|0.6916918158531189,2.72173963367095e-08,0.7221928238868713|-2.471775317758329e-08,1,-1.4013334492801732e-08|Running
2604.630615234375,48.84043884277344,-371.27374267578125|0.6916918158531189,5.363130384239412e-08,0.7221928238868713|-4.330952307896041e-08,1,-3.2781358072497824e-08|Running
2604.630615234375,48.90061569213867,-371.27374267578125|0.6916918158531189,9.594167948989707e-08,0.7221928238868713|-7.173873228794037e-08,1,-6.413880981881448e-08|Running
2604.630615234375,48.92036056518555,-371.27374267578125|0.6916918158531189,7.498795184801565e-08,0.7221928238868713|-5.428892180248113e-08,1,-5.183761686566868e-08|Running
2604.630615234375,48.92654800415039,-371.27374267578125|0.6916918158531189,6.451780620864156e-08,0.7221928238868713|-4.55696067547251e-08,1,-4.569096034856557e-08|Running
2604.630615234375,48.934425354003906,-371.27374267578125|0.6916918158531189,4.359092642403084e-08,0.7221928238868713|-2.8142155272803393e-08,1,-3.340552368058525e-08|Running
2604.630615234375,48.938655853271484,-371.27374267578125|0.6916918158531189,2.2681925671008685e-08,0.7221928238868713|-1.0729595878444798e-08,1,-2.1130579952455264e-08|Running
2604.630615234375,48.94162368774414,-371.27374267578125|0.6916918158531189,-8.648086691209755e-09,0.7221928238868713|1.5361351302090043e-08,1,-2.737821303000487e-09|Running
2604.630615234375,48.9425163269043,-371.27374267578125|0.6916918158531189,-2.951245647864198e-08,0.7221928238868713|3.273673954140577e-08,1,9.510927156952675e-09|Running
2604.630615234375,48.94279098510742,-371.27374267578125|0.6916918158531189,-3.993795871792827e-08,0.7221928238868713|4.141886478237211e-08,1,1.5631377081604114e-08|Running
2604.630615234375,48.94314193725586,-371.27374267578125|0.6916918158531189,-6.07755978876412e-08,0.7221928238868713|5.8771988165062794e-08,1,2.786443431546104e-08|Running
2604.630615234375,48.943328857421875,-371.27374267578125|0.6916918158531189,-8.159543796182334e-08,0.7221928238868713|7.611028252085816e-08,1,4.008704479474545e-08|Running
2604.630615234375,48.943458557128906,-371.27374267578125|0.6916918158531189,-1.1279184519707997e-07,0.7221928238868713|1.0208995604443771e-07,1,5.840138328494504e-08|Running
2604.630615234375,48.9434814453125,-371.27374267578125|0.6916918158531189,-1.231817634561594e-07,0.7221928238868713|1.1074244810060918e-07,1,6.450095213494933e-08|Running
2604.630615234375,48.94350814819336,-371.27374267578125|0.6916918158531189,-7.542462299170438e-08,0.7221928238868713|6.700582844132441e-08,1,4.0262438716354154e-08|Running
2604.630615234375,48.94352340698242,-371.27374267578125|0.6916918158531189,-2.770828722020724e-08,0.7221928238868713|2.3306581553583783e-08,1,1.604462873672219e-08|Running
2604.630615234375,48.94353485107422,-371.27374267578125|0.6916918158531189,4.378979312491538e-08,0.7221928238868713|-4.2172288772235333e-08,1,-2.0243302145672715e-08|Running
2604.630615234375,48.943538665771484,-371.27374267578125|0.6916918158531189,6.760212301060164e-08,0.7221928238868713|-6.397992535767116e-08,1,-3.232894485449833e-08|Running
2604.630615234375,48.943538665771484,-371.27374267578125|0.6916918158531189,1.0106565895284803e-07,0.7221928238868713|-9.412337220737754e-08,1,-4.979459333753766e-08|Running
2604.630615234375,48.943538665771484,-371.27374267578125|0.6916918158531189,5.8710057260213944e-08,0.7221928238868713|-5.382617729310368e-08,1,-2.9741269003125126e-08|Running
2604.630615234375,48.943538665771484,-371.27374267578125|0.6916918158531189,4.460358482560878e-08,0.7221928238868713|-4.0405254253528256e-08,1,-2.306253854555962e-08|Running
2604.630615234375,48.943538665771484,-371.27374267578125|0.6916918158531189,1.6408716163596182e-08,0.7221928238868713|-1.3580612190366992e-08,1,-9.713635229502415e-09|Running
2604.630615234375,48.943538665771484,-371.27374267578125|0.6916918158531189,-1.1762065987852566e-08,0.7221928238868713|1.3221113981387589e-08,1,3.623865207913468e-09|Running
2604.630615234375,48.943538665771484,-371.27374267578125|0.6916918158531189,-2.5838430062208317e-08,0.7221928238868713|2.661338882603559e-08,1,1.0288342622288837e-08|Running
2604.630615234375,48.943538665771484,-371.27374267578125|0.6916918158531189,-5.397312108357255e-08,0.7221928238868713|5.338077713190614e-08,1,2.360875761553416e-08|Running
2604.630615234375,48.943538665771484,-371.27374267578125|0.6916918158531189,-8.208377977325654e-08,0.7221928238868713|8.012529661982626e-08,1,3.691779681957996e-08|Running
2604.65087890625,48.94626998901367,-371.1831359863281|0.6128328442573547,0.00002829515688063111,0.7902125716209412|-0.000018377118976786733,1,-0.000021555028069997206|Running
2604.68115234375,48.95280075073242,-371.0366516113281|0.5628524422645569,0.000029284086849656887,0.8265573978424072|-0.000018014132365351543,1,-0.00002316207974217832|Running
2604.72509765625,48.962005615234375,-370.7851867675781|0.5138996243476868,0.000023776232410455123,0.8578503131866455|-0.00001328885082330089,1,-0.000019755309040192515|Running
2604.784423828125,50.069374084472656,-370.4295959472656|0.4505583345890045,0.00006363248394336551,0.8927469849586487|-0.000030344212063937448,1,-0.00005596283153863624|Jumping
2604.83203125,50.955265045166016,-370.1450500488281|0.39822348952293396,0.00014971756900195032,0.9172884225845337|-0.0000670639710733667,1,-0.00013410298561211675|Jumping
2604.879638671875,51.841156005859375,-369.86041259765625|0.34460458159446716,0.0002832378668244928,0.9387478828430176|-0.00012030417565256357,0.9999999403953552,-0.0002575563557911664|Jumping
2604.928955078125,52.69298553466797,-369.5505676269531|0.30739983916282654,0.00018418891704641283,0.9515804052352905|-0.00007660073606530204,1,-0.00016881585179362446|Freefall
2604.97998046875,53.49032211303711,-369.2009582519531|0.2784979045391083,0.00005939732363913208,0.9604368209838867|-0.000024434739316347986,1,-0.00005475872603710741|Freefall
2605.054931640625,54.584136962890625,-368.60205078125|0.2380399852991104,0.00000419404841522919,0.971255362033844|-0.000001083359506992565,1,-0.000004052657459396869|Freefall
2605.098388671875,55.245216369628906,-368.1537780761719|0.2105923295021057,0.0000029839916351193096,0.9775739908218384|-1.9965266062627052e-07,1,-0.00000300943611364346|Freefall
2605.12353515625,55.705257415771484,-367.7925720214844|0.1902485489845276,0.0000046048962758504786,0.9817359447479248|-6.574712756446388e-07,1,-0.00000456315501651261|Freefall
2605.146240234375,56.27096939086914,-367.2779846191406|0.16519178450107574,0.000005524739208340179,0.9862614870071411|-9.531503906146099e-07,1,-0.000005442052497528493|Freefall
2605.152587890625,56.65948486328125,-366.8682861328125|0.14768970012664795,0.000005291845354804536,0.9890337586402893|-8.973938179224206e-07,1,-0.000005216515091888141|Freefall
2605.150146484375,57.01734161376953,-366.44500732421875|0.13143011927604675,0.000004720794095192105,0.9913254380226135|-7.435523343701789e-07,1,-0.000004663522759074112|Freefall
2605.143310546875,57.44679260253906,-365.8785705566406|0.1115068793296814,0.000003863640813506208,0.9937636852264404|-5.252802566246828e-07,1,-0.000003828947228612378|Freefall
2605.1396484375,57.821754455566406,-365.31195068359375|0.09467462450265884,0.000002989181666634977,0.9955082535743713|-3.436136637446907e-07,1,-0.0000029699904189328663|Freefall
2605.140869140625,58.1422119140625,-364.745361328125|0.08122898638248444,0.0000020888405742880423,0.9966954588890076|-2.032943626772976e-07,1,-0.0000020791981114598457|Freefall
2605.150146484375,58.408164978027344,-364.1788330078125|0.07154203951358795,0.0000012770675539286458,0.997437596321106|-1.0625577573364353e-07,1,-0.0000012727271041512722|Freefall
2605.164306640625,58.57186508178711,-363.75408935546875|0.06685367226600647,7.76801073243405e-07,0.9977627992630005|-5.8058475360667217e-08,1,-7.746527330709796e-07|Freefall
2605.203857421875,58.776580810546875,-363.0469055175781|0.06399988383054733,1.861807419345496e-07,0.9979498982429504|-2.5151356553010373e-09,1,-1.86401919677337e-07|Freefall
2605.243408203125,58.8585319519043,-362.6239929199219|0.06758952885866165,5.165875194279579e-08,0.9977132081985474|6.7762329081233474e-09,1,-5.223620647143434e-08|Freefall
2605.30322265625,58.920108795166016,-362.0857238769531|0.06960856914520264,1.1302559954629032e-07,0.9975743889808655|4.157786559488841e-09,1,-1.1359054497006582e-07|Freefall
2605.37158203125,58.920448303222656,-361.4684143066406|0.06985471397638321,1.235261493093276e-07,0.9975571632385254|-5.27911547809623e-10,1,-1.2379166491882643e-07|Freefall
2605.421630859375,58.859405517578125,-361.01898193359375|0.0698704645037651,1.321347440352838e-07,0.9975560903549194|-4.287525889878907e-09,1,-1.3215816352385445e-07|Freefall
2605.467041015625,58.743858337402344,-360.6090087890625|0.06987228244543076,1.4073729914798605e-07,0.9975559711456299|-8.044048982469576e-09,1,-1.4051867935904738e-07|Freefall
2605.51806640625,58.522789001464844,-360.1520690917969|0.06987251341342926,1.514801795110543e-07,0.9975559115409851|-1.2735198673397008e-08,1,-1.509592948423233e-07|Freefall
2605.545166015625,58.349273681640625,-359.90753173828125|0.06987252831459045,1.579203967594367e-07,0.9975559115409851|-1.554748330079292e-08,1,-1.5721830948223214e-07|Freefall
2605.570068359375,58.14509963989258,-359.6851806640625|0.06987252831459045,1.6435647864909697e-07,0.9975559115409851|-1.835796226146158e-08,1,-1.634733024502566e-07|Freefall
2605.59912109375,57.82517623901367,-359.42327880859375|0.06987252831459045,1.729315215470706e-07,0.9975559115409851|-2.2102465635498447e-08,1,-1.7180707345687551e-07|Freefall
2605.6240234375,57.45075988769531,-359.2008361816406|0.06987252831459045,1.8149921743315645e-07,0.9975559115409851|-2.5843768014510715e-08,1,-1.801337106144274e-07|Freefall
2605.648681640625,56.906097412109375,-358.97833251953125|0.06987252831459045,1.748088891417865e-07,0.9975559115409851|-2.7558765935964402e-08,1,-1.733068586418085e-07|Freefall
2605.663818359375,56.40904998779297,-358.8447265625|0.06987252831459045,1.1383872333681211e-07,0.9975559115409851|-1.9470668632948218e-08,1,-1.1275383826614416e-07|Freefall
2605.674072265625,55.85750961303711,-358.7505798339844|0.06987252831459045,5.292072913221091e-08,0.9975559115409851|-1.138948491075098e-08,1,-5.225262711405776e-08|Freefall
2605.68115234375,55.0914421081543,-358.6884460449219|0.06987252831459045,-2.3153473804882196e-08,0.9975559115409851|-1.2977136032432668e-09,1,2.3301097940020554e-08|Freefall
2605.681884765625,54.59092330932617,-358.6799011230469|0.06987252831459045,-6.875894342783795e-08,0.9975559115409851|4.752175097877398e-09,1,6.859454515506513e-08|Freefall
2605.681884765625,53.875877380371094,-358.6793212890625|0.06987252831459045,-1.2952069994298654e-07,0.9975559115409851|1.2812662930627994e-08,1,1.2894058443180256e-07|Freefall
2605.681884765625,53.3038330078125,-358.6793212890625|0.06987252831459045,-1.2235787494319084e-07,0.9975559115409851|1.3000033938226352e-08,1,1.2174709240753145e-07|Freefall
2605.681884765625,52.49341583251953,-358.6793212890625|0.06987252831459045,-1.12814596775479e-07,0.9975559115409851|1.3249675134829886e-08,1,1.121629438216587e-07|Freefall
2605.681884765625,51.62849426269531,-358.6793212890625|0.06987252831459045,-1.032794756383737e-07,0.9975559115409851|1.3499104056791111e-08,1,1.0258699489895662e-07|Freefall
2605.681884765625,50.709075927734375,-358.6793212890625|0.06987252831459045,-9.375251863730227e-08,0.9975559115409851|1.3748319815931609e-08,1,9.301923853399785e-08|Freefall
2605.681884765625,49.4831657409668,-358.6793212890625|0.06987252831459045,-8.185527633486345e-08,0.9975559115409851|1.4059540198729792e-08,1,8.107104321197767e-08|Freefall
2605.681884765625,48.44112014770508,-358.6793212890625|0.06987252831459045,-7.234663712551992e-08,0.9975559115409851|1.430827811788049e-08,1,7.152168990387509e-08|Landed
2605.681884765625,48.22406005859375,-358.6793212890625|0.06987252831459045,-6.047228140459993e-08,0.9975559115409851|1.4618900756602216e-08,1,5.959648063935674e-08|Landed
2605.681884765625,48.31663513183594,-358.6793212890625|0.06987252831459045,-5.098244315604461e-08,0.9975559115409851|1.486714751308682e-08,1,5.006600289902963e-08|Running
2605.681884765625,48.38799285888672,-358.6793212890625|0.06987252831459045,-4.1500214820189285e-08,0.9975559115409851|1.5115194429426992e-08,1,4.054316704582561e-08|Running
2605.681884765625,48.42090606689453,-358.6793212890625|0.06987252831459045,-3.4393867309745474e-08,0.9975559115409851|1.5301091949027068e-08,1,3.3406386990009196e-08|Running
2605.681884765625,48.447265625,-358.6793212890625|0.06987252831459045,-2.4925828512323278e-08,0.9975559115409851|1.5548769383144645e-08,1,2.389780284772769e-08|Running
2605.681884765625,48.46170425415039,-358.6793212890625|0.06987252831459045,-1.5465888125731908e-08,0.9975559115409851|1.5796237207155173e-08,1,1.4397353531592216e-08|Running
2605.681884765625,48.46803665161133,-358.6793212890625|0.06987252831459045,-8.376244586827397e-09,0.9975559115409851|1.5981697742972756e-08,1,7.277349833856306e-09|Running
2605.681884765625,48.47303009033203,-358.6793212890625|0.06987252831459045,1.069537791664743e-09,0.9975559115409851|1.6228796084760688e-08,1,-2.208883520538052e-09|Running
2605.681884765625,48.47575378417969,-358.6793212890625|0.06987252831459045,1.0507240411072871e-08,0.9975559115409851|1.6475681263727893e-08,1,-1.168700247689003e-08|Running
2605.681884765625,48.47723388671875,-358.6793212890625|0.06987252831459045,1.9936871709091974e-08,0.9975559115409851|1.6722356832588048e-08,1,-2.115701391858238e-08|Running
2605.681884765625,48.4780387878418,-358.6793212890625|0.06987252831459045,2.935843568252494e-08,0.9975559115409851|1.6968822791341154e-08,1,-3.0618924284908644e-08|Running
2605.681884765625,48.47848129272461,-358.6793212890625|0.06987252831459045,3.877194032497755e-08,0.9975559115409851|1.7215075587273532e-08,1,-4.00727415694746e-08|Running
2605.681884765625,48.47871780395508,-358.6793212890625|0.06987252831459045,4.8177394518233996e-08,0.9975559115409851|1.74611205494557e-08,1,-4.951847287770761e-08|Running
2605.681884765625,48.47887420654297,-358.6793212890625|0.06987252831459045,5.992289686673757e-08,0.9975559115409851|1.776838232103728e-08,1,-6.131427454647564e-08|Running
2605.681884765625,48.47895431518555,-358.6793212890625|0.06987252831459045,7.400092272291658e-08,0.9975559115409851|1.8136660173695418e-08,1,-7.54525899537839e-08|Running
2605.681884765625,48.47897720336914,-358.6793212890625|0.06987252831459045,8.33762499041768e-08,0.9975559115409851|1.8381918209797732e-08,1,-8.486806279961456e-08|Running
2605.681884765625,48.47898864746094,-358.6793212890625|0.06987252831459045,9.040247306302263e-08,0.9975559115409851|1.8565724957397833e-08,1,-9.192437744331983e-08|Running
2605.681884765625,48.47899627685547,-358.6793212890625|0.06987252831459045,9.976276515999416e-08,0.9975559115409851|1.88105886422818e-08,1,-1.0132475125601559e-07|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,1.0443990561270766e-07,0.9975559115409851|1.893294410137969e-08,1,-1.0602192901387752e-07|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,1.184593401148959e-07,0.9975559115409851|1.9299694287155944e-08,1,-1.2010140437723749e-07|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,1.231285011726868e-07,0.9975559115409851|1.9421838359789945e-08,1,-1.2479054589675798e-07|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,1.029848277767087e-07,0.9975559115409851|1.49571857122055e-08,1,-1.0428480123891859e-07|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,7.352144137939831e-08,0.9975559115409851|1.0250412074697124e-08,1,-7.441955318654436e-08|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,1.4632468570141555e-08,0.9975559115409851|8.428993059084178e-10,1,-1.4727358887967057e-08|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,-4.420615695721608e-08,0.9975559115409851|-8.556573227735953e-09,1,4.49137971259006e-08|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,-1.0299447694706032e-07,0.9975559115409851|-1.794801107735111e-08,1,1.0450396104033643e-07|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,-8.719183597349911e-08,0.9975559115409851|-1.4697131511809403e-08,1,8.843490206800197e-08|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,-7.14027024173447e-08,0.9975559115409851|-1.1449029280186096e-08,1,7.237957788674976e-08|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,-4.77443045099335e-08,0.9975559115409851|-6.582079770112159e-09,1,4.8322316814619626e-08|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,-3.198889331201826e-08,0.9975559115409851|-3.3409135458128958e-09,1,3.230127987308151e-08|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,-1.624695045165936e-08,0.9975559115409851|-1.0251703652652822e-10,1,1.6293938642775174e-08|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,-8.381027427617482e-09,0.9975559115409851|1.515643166527525e-09,1,8.295399922531033e-09|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,7.340732910421366e-09,0.9975559115409851|4.7498893707143e-09,1,-7.691418169031294e-09|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,2.3049052444434892e-08,0.9975559115409851|7.981371119569758e-09,1,-2.3664568971071276e-08|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,3.87439449411886e-08,0.9975559115409851|1.1210091521718368e-08,1,-3.962406580626521e-08|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,6.226112247986748e-08,0.9975559115409851|1.604799848564653e-08,1,-6.353773329692558e-08|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,7.792249334670487e-08,0.9975559115409851|1.926982484690143e-08,1,-7.946314184437142e-08|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,9.357047048297318e-08,0.9975559115409851|2.2488896078698417e-08,1,-9.537492928757274e-08|Running
2605.681884765625,48.479000091552734,-358.6793212890625|0.06987252831459045,1.0920507520495448e-07,0.9975559115409851|2.5705217510108014e-08,1,-1.1127312404823897e-07|Running
2605.777587890625,48.479000091552734,-358.6427917480469|0.20670455694198608,0.00007796815043548122,0.9784033894538879|-0.00001068892925104592,1,-0.00007743094465695322|Running
2606.1357421875,48.473934173583984,-358.5160217285156|0.40269002318382263,0.00013338505232241005,0.9153364300727844|-0.00003624530654633418,1,-0.0001297768030781299|Running
2606.60400390625,50.02423858642578,-358.3509216308594|0.6080468893051147,0.0006091577233746648,0.7939009070396423|-0.0002971610811073333,0.9999998211860657,-0.0005397017812356353|Jumping
2607.006103515625,51.35306930541992,-358.2084655761719|0.7567257881164551,0.0016272340435534716,0.6537303924560547|-0.0009638341725803912,0.9999985694885254,-0.0013734615640714765|Jumping
2607.37939453125,52.409400939941406,-358.08087158203125|0.8157861828804016,0.0008096075034700334,0.5783530473709106|-0.0005098507972434163,0.9999996423721313,-0.0006806880119256675|Freefall
2607.814208984375,53.38056945800781,-357.94097900390625|0.8509393334388733,0.00013472441060002893,0.5252640247344971|-0.00008855581108946353,1,-0.00011302656639600173|Freefall
2608.31005859375,54.26655578613281,-357.7898864746094|0.876599133014679,-0.000003615856030592113,0.4812212884426117|4.0381809185419115e-07,1,0.000006778320312150754|Freefall
2608.7509765625,54.914039611816406,-357.6618347167969|0.8928518891334534,-0.0000035509656299836934,0.4503503739833832|2.543777952723758e-07,1,0.000007380571787507506|Freefall
2609.107421875,55.36388397216797,-357.56317138671875|0.9032003283500671,0.000002799809408315923,0.42921918630599976|-0.000003900849151250441,1,0.0000016854760360729415|Freefall
2609.61767578125,55.915985107421875,-357.43438720703125|0.9158201813697815,0.000006949080216145376,0.4015885889530182|-0.000006548646524606738,1,-0.0000023698326003795955|Freefall
2610.1630859375,56.4135856628418,-357.31329345703125|0.9267427921295166,0.000007364651992247673,0.3756963312625885|-0.000006698314336972544,1,-0.000003079713678744156|Freefall
2610.57861328125,56.75102615356445,-357.2253112792969|0.9336768984794617,0.000006564413070009323,0.35811659693717957|-0.000005996046638756525,1,-0.0000026975660603056895|Freefall
2611.133056640625,57.153255462646484,-357.1102294921875|0.9415475726127625,0.000005149936896486906,0.336880087852478|-0.000004766426627611509,1,-0.000001965445790119702|Freefall
2611.6884765625,57.500980377197266,-356.9971618652344|0.948136568069458,0.00000398514339394751,0.3178633153438568|-0.0000037338534184527816,1,-0.0000013997854466651916|Freefall
2612.243896484375,57.79420852661133,-356.8856201171875|0.9536170363426208,0.0000030872758998157224,0.3010225296020508|-0.000002918529617090826,1,-0.0000010102775149789522|Freefall
2612.799560546875,58.03293991088867,-356.7751159667969|0.9581670165061951,0.0000023808070181985386,0.2862096130847931|-0.0000022651186100119958,1,-7.352824695772142e-07|Freefall
2613.35498046875,58.217166900634766,-356.66583251953125|0.9619712829589844,0.0000018299826933798613,0.27315059304237366|-0.0000017497102362540318,1,-5.374751026465674e-07|Freefall
2613.91162109375,58.34688949584961,-356.55712890625|0.9651440382003784,0.0000014020498610989307,0.26171937584877014|-0.0000013460348782246001,1,-3.9329276546595793e-07|Freefall
2614.328857421875,58.408424377441406,-356.4761962890625|0.967170000076294,0.0000011435777196311392,0.2541302442550659|-0.0000011007831517417799,1,-3.1060147875905386e-07|Freefall
2614.885498046875,58.442779541015625,-356.36883544921875|0.9694945216178894,8.639181601211021e-07,0.24511297047138214|-8.341028205904877e-07,1,-2.254472803997487e-07|Freefall
